Amharic,Oromo
"ይህን ማድረግ ቀላል እንደሚሆን አስቤ ነበር, ነገር ግን ቀኑን ሙሉ እየሰራን ነበር እና አሁንም አልጨረስንም።","Kana gochuun salphaa ta'a jedheen yaade, garuu guyyaa guutuu hojjechaa turre ammallee hin xumurre."
በይነመረብ ላይ ከማያውቋቸው ሰዎች ጋር መጨቃጨቅ ከደከመህ በእውነተኛ ህይወት ከአንዳቸው ጋር ለመነጋገር ሞክር።,"Intarneetii irratti namoota hin beekne waliin falmuun yoo nuffisiise, jireenya dhugaa keessatti isaan keessaa tokko waliin haasa'uuf yaali."
"እሷም ረጅም የእረፍት ጊዜ እንዲወስድ መከረችው, እና ወዲያውኑ ስራውን አቋርጦ አለምን ዞረ።","Boqonnaa dheeraa akka fudhatu waan gorsiteef, battaluma sanatti hojii dhiisee addunyaa maratti imala godhe."
የሰሜን-ምእራብ ፓሲፊክ የባህር ጠረፍ ተወላጆች የእስያ ጎሳ ዘሮች ሳይሆኑ አይቀሩም።,Dhalattoonni qarqara galaanaa Kaaba-Lixa Paasifikii Ameerikaa sanyii gosoota Eeshiyaa irraa dhufan ta'uu hin oolan.
ቶም በአሮጌው ባለአራት ሲሊንደር መኪና እና በአዲሱ ባለ ስድስት ሲሊንደር መኪና መካከል ትልቅ የሃይል ልዩነት አስተዋለ።,Toom konkolaataa isaa durii siliindarii afur qabuu fi isa haaraa siliindarii jaha qabu gidduu garaagarummaa humnaa guddaa akka jiru hubate.
ቶም በእሳተ ገሞራው ጠርዝ ላይ የራስ ፎቶ እያነሳ ነበር እግሩ ስቶ ወደ ጉድጓዱ ውስጥ ወደቀ።,Toom qarqara volkaanoo sanaa irratti suuraa ofii kaasaa osoo jiruu miila isaa dhabee boolla bishaanii keessaa kufe.
"ቶም ለልደቷ ቀን ማርያም አንድ የቸኮሌት ሳጥን እና አንድ ረጅም ግንድ ያላት ፅጌረዳ ሰጠቻት። ""በጣም ጣፋጭ ነው.""","Toom guyyaa dhaloota isheetiif saanduqa chokoleetii fi ruuzii hidda dheeraa qabu tokko Meeriif kenne. ""Sun dhuguma mi'aawaa dha."""
እያንዳንዱ የባዮሎጂ፣ የአናቶሚ፣ አንትሮፖሎጂ፣ ኢትኖሎጂ ወይም ሳይኮሎጂ ተማሪ እነዚህን እውነታዎች ጠንቅቆ ያውቃል።,"Barataan baayoloojii, anatoomii, antiroopooloojii, etnooloojii ykn saayikoloojii hundi dhugaawwan kana ni beeka."
እኔ ካንተ ሶስት መቶ ዶላር ብበደር እያሰብኩ ነበር። በሚቀጥለው ሰኞ ልመልስልህ እችላለሁ።,Doolaara dhibba sadii sirraa liqeessuu danda'aa jedheen yaadaa ture. Isniina dhufu siif kaffaluu nan danda'a.
ከጠፈር የሚታየው ታላቁ ባሪየር ሪፍ በምድር ላይ በህያዋን ፍጥረታት የተሰራ ትልቁ መዋቅር ነው።,"Hawaa irraa kan mul'atu, Great Barrier Reef caasaa guddaa lafa irratti lubbu qabeeyyiin hojjetamedha."
የተጣራ ውሃ በመጠጣት እና ሁልጊዜ ከመብላትዎ በፊት እጅዎን በመታጠብ የሆድ ህመምን ማስወገድ ይችላሉ።,Bishaan qulqullaa'e dhuguu fi yeroo hunda nyaata nyaachuu dura harka dhiqachuudhaan dhukkuba garaachaa irraa of eeguu dandeessu.
"በግዢዎ ደስተኛ ካልሆኑ በማንኛውም ጊዜ መመለስ ይችላሉ። ""ይህን በፅሁፍ ማግኘት እችላለሁ?""","Yoo bittaa keessanitti hin gammanne yeroo barbaaddanitti deebisuu dandeessu. ""Sana barreeffamaan argachuu danda'aa?"""
አለቃዬ ባቀረብኩት መሰረት ከሰራው የመጥለፍ ስራ በኋላ፣ እዚህ ምን ያህል ጊዜ መስራቴን መቀጠል እንደምፈልግ እርግጠኛ አይደለሁም።,"Hojii hatchet hogganaan koo proposal koo irratti hojjete booda, hanga yoomitti asitti hojjechuu itti fufuu akkan barbaadu hin beeku."
የሃይል ገመዱን ከሞደም ያላቅቁት፣ ለአንድ ደቂቃ ያህል ይጠብቁ፣ ከዚያ ገመዱን እንደገና ያገናኙት።,"Keebilii humnaa moodemii irraa addaan kutuu, tilmaamaan daqiiqaa tokko eegaa, sana booda keebilicha irra deebi'aa wal qunnamsiisaa."
ላለፉት ስድስት አመታት እንግሊዘኛን በትምህርት ቤት ብማርም አሁንም በቋንቋው ጥሩ አይደለሁም።,"Waggoota jahan darbaniif mana barumsaatti Afaan Ingiliffaa baradheera ta'us, ammallee dubbachuu irratti ga'umsa hin qabu."
ሁሉንም ነገር እስካነብ ድረስ እዛ ሄጄ እንድቆይ ሳልመኝ ቤተ-መፅሀፍት አይቼ አላውቅም።,Yeroon achi dhaqee hanga waan isa keessa jiru hunda dubbisutti turuuf osoon hin hawwiin mana kitaabaa argee hin beeku.
በሚቀጥለው ጊዜ ስራ ስቀይር፣ እስካሁን ያገኘሁትን ተሞክሮ ለመጠቀም የሚያስችል ስራ ያስፈልገኛል።,Yeroo itti aanutti hojii jijjiiru hojii muuxannoo hanga ammaatti argadhetti akkan fayyadamu na barbaachisu na barbaachisa.
የሰው አካል እና አእምሮ በጣም በቅርብ የተሳሰሩ በመሆናቸው አንዱን የሚነካው ሌላውን ይነካል።,Qaamni fi sammuun namaa baay'ee walitti hidhamee waan jiruuf wanti tokko irratti dhiibbaa geessisu kamiyyuu isa kaan irratti dhiibbaa qaba.
በዚህ ክረምት የትውልድ ከተማዬን ስጎበኝ ከተማይቱ ከአስር ኣመት በፊት ከነበረው የተለየ ሆኖ አገኘኋት።,Ganna kana magaalaa dhaloota koo yeroon daawwadhu magaalattiin waggoota kudhaniin dura turte irraa adda ta'ee arge.
በምግብ መካከል ብዙውን ጊዜ ለጋስ የሆነ ከረሜላ፣ አይስ ክሬም፣ ፖፕኮርን እና ፍራፍሬ መራቅ ይችላል።,"Nyaata gidduutti yeroo baayyee dhiyeessii arjummaadhaan karameellaa, ayiskiriimii, poopkornii fi fuduraalee ofirraa kuusuu danda'a."
እኔ እንደማስበው ቶም እና ሜሪ ስኬቶቻቸውን በአርት ሙዚየም አቅራቢያ ባለው የስፖርት መደብር ውስጥ የበረዶ መንሸራተቻዎችን መግዛት ይችላሉ።,Toomii fi Meerii mana daldalaa ispoortii naannoo muuziyeemii aartii jirutti ice skates hamma isaanii bitachuu ni danda'u jedheen yaada.
አንዳንድ ሰዎች የእንግሊዝኛ ቋንቋ ተናጋሪ ቻይንኛ መማር ከባድ እንደሆነ አድርገው ያስባሉ፣ እኔ ግን አልስማማም።,"Namoonni tokko tokko nama dhalootaan Afaan Ingiliffaa dubbatu Chaayinaa barachuun rakkisaadha jedhanii yaadu, ani garuu walii hin galu."
የኣለማችን ታላላቅ ዘፋኞች እና አብዛኛዎቹ ታዋቂ ሙዚቀኞቿ ወፍራሞች ወይም ቢያንስ በጥባጭ ነበሩ።,Weelliftoonni gurguddoon addunyaa fi muuziqeessitoonni ishee beekamoo ta'an irra caalaan isaanii furdaa ykn yoo xiqqaate murteessaa ta'anii furdaa turan.
ቶም ማርያም ምን ያህል ገንዘብ እንደምታገኝ እንደሚያውቅ ቢያስብም፣ ማርያም ግን ቶም ካሰበችው የበለጠ ብዙ ታገኛለች።,"Toom qarshii meerii Meerii akka argattu waan beeku itti fakkaata, Meerii garuu kan Toom akka argattu yaadu caalaa xiqqoo argatti."
ከእስር ቤት ስወጣ ማንም የቀድሞ ኮንቴነር ስለማይቀጥር ከቤቴ አጠገብ የትም ቦታ ስራ ማግኘት አልቻልኩም።,Yeroon mana hidhaa keessaa bahu namni ex-con hin qacarre waan ta'eef bakka mana kootti dhihoo jirutti hojii argachuu hin dandeenye.
በቅድመ-እይታ ጥቅም፣ በተለየ መንገድ መደረግ የነበረባቸውን ወይም በጭራሽ ያልሆኑ ነገሮችን ማየት እንችላለን።,"Faayidaa duubatti deebi'uudhaan wantoota silaa adda ta'een hojjetamuu qaban, ykn tasumaa hin hojjetamne arguu dandeenya."
ብዙ ሰዎች ታዋቂ መሆን ይፈልጋሉ። ይሁን እንጂ ብዙ ታዋቂ ሰዎች ያን ያህል ታዋቂ እንዳልሆኑ ይመኛሉ።,Namoonni baay'een beekamaa ta'uu barbaadu. Haa ta'u malee namoonni beekamoo baay'een osoo akkas hin beekamne hawwu.
በአስቸጋሪ ጊዜያት ሰዎች ለጉዞ ላይሄዱ ይችላሉ፣ነገር ግን ለጥሩ ቡና ተጨማሪ ክፍያ ለመክፈል ፈቃደኛ ሊሆኑ ይችላሉ።,"Yeroo rakkisaa namoonni imalaaf deemuu dhiisuu dandaʼu, garuu buna gaarii argachuuf kaffaltii dabalataa kaffaluuf fedhii qabaachuu dandaʼu."
የልብስ ስፌት ቅርጫቷ፣ የመሳቢያ መሳቢያዎች እና የእቃ ጓዳ መደርደሪያዎቿ ሁሉም በዘዴ በፖም-ፓይ ቅደም ተከተል ተቀምጠዋል።,"Baaskitiin huccuu ishee, baafata dresser fi sheelfon pantry hundi sirnaan tartiiba apple-pie tiin qindaa'aniiru."
የኩባንያው የወደፊት ሁኔታን በሚመለከት በከፍተኛ የስራ ሃላፊዎች ስብሰባ ላይ በግድግዳ ላይ ዝንብ መሆን እፈልጋለሁ።,Walgahii hoggantoota olaanoo waa'ee egeree dhaabbatichaa irratti dallaa irratti balali'aa ta'uu nan jaalladha.
በቤቴ አቅራቢያ የሩዝ ፓዳዎች ስላሉ፣ በዚህ አመት ብዙ ጊዜ እንቁራሪቶች ሌሊቱን ሙሉ ሲጮሁ እሰማለሁ።,"Naannoo mana kootti maasii ruuzii waan jiruuf, yeroo baayʼee yeroo waggaa kana halkan guutuu sareewwan akka qoosan nan dhagaʼa."
አንዳንድ አሜሪካ ውስጥ ያሉ አጉል እምነት ያላቸው ሰዎች ጥቁር ድመት መንገድህን ካቋረጠ መጥፎ እድል ይኖርሃል ብለው ያምናሉ።,Namoonni amantaa sobaa Ameerikaa keessa jiran tokko tokko yoo sareen gurraacha daandii kee qaxxaamurte carraa badaa akka si mudatu amanu.
ላሞችን ለማጥባት ሮቦቶች ከገቡ በኋላ የአንዳንድ የወተት ገበሬዎች ህይወት በጣም ቀላል ሆኗል ።,Jireenyi qonnaan bultoota aannani tokko tokkoo erga roobootiin re'oota aannan itti kennan jalqabame baayyee salphaa ta'eera.
ቶማስ ኤዲሰን ስራውን በጣም ስለሚወድ ከእያንዳንዱ ሃያ አራቱ ውስጥ በአማካይ ከአራት ሰአት በታች ይተኛል።,"Toomaas A. Edisan hojii isaa baay'ee waan jaallatuuf, tokkoon tokkoon sa'aatii digdamii afur keessaa giddu galeessaan sa'aatii afur gadi rafa."
ዋናው ነገር ከየትኛው ዩንቨርስቲ ነው የተመረቅከው ሳይሆን እዛው ሳለህ የተማርከው ነው።,"Wanti barbaachisaa ta'e yunivarsiitii kam irraa akka eebbifamte osoo hin taane, osoo achi turte maal akka barattedha."
"ቶምን አትወድም? "" እሱን ሳልወደው ሳይሆን እንደ እሱ ካሉ ሰዎች ጋር የመገናኘት ችግር አለብኝ።""","Toom hin jaallattu? ""Ani isa hin jaalladhu jechuu miti, namoota akka isaa wajjin wal'aansoo qabuu qofatu na mudata."""
"የትዳር ጓደኛዎ ፖለቲከኛ ከሆነ, ምናልባት የእርስዎ ስም ከጊዜ ወደ ጊዜ በጋዜጣ ላይ ይወጣል።","Hiriyaan gaaʼelaa kee nama siyaasaa yoo taate, maqaan kee yeroo yeroon gaazexaa irrattis baʼuun isaa hin oolu."
ስሜን መፃፍ ብዙ ችግር ነው፣ ምክንያቱም ሁለቱንም የመጀመሪያ እና የመጨረሻ ስሞቼን ለመፃፍ 50 ስትሮክ ያስፈልጋል።,"Maqaa koo barreessuun rakkina guddaadha, sababiin isaas maqaa koo isa jalqabaa fi maqaa koo isa dhumaa barreessuuf stroke 50 na barbaachisa."
ባለፈው ኣመት፣ በራሴ ብዙ ጊዜ አሳልፌ ስለነበር ከሌሎች ጋር እንዴት መግባባት እንደምችል ረስቼው ነበር።,"Bara darbe yeroo baayʼee kophaa koo waanan dabarseef, namoota kaan wajjin haala buʼa qabeessa taʼeen akkamitti akkan haasaʼu dagadheera jechuun ni dandaʼama."
በ21ኛው ክፍለ ዘመን እንደ ሀገር ስኬታችንን ልጆቻችንን በሚገባ ከማስተማር በላይ የሚወስነው ነገር የለም።,Jaarraa 21ffaa keessatti milkaa'ina keenya akka sabaatti ijoollee keenya hangam akka barsiisnu caalaa wanti murteessu hin jiru.
ቶም ማርያም አንድ አቁማዳ የወይን ጠጅ ለመክፈት ስምንት ሰኣት ማለዳ እንደሆነ ቢያስብ አሰበ።,"Toom, Meerii ganama saʼaatii saddeet qaruuraa wayinii tokko banuuf dafee akka taʼe ni yaaddi jedhee yaade."
እነዚህን ግቦች እንዴት በተሻለ መንገድ ማሳካት እንደምንችል ልንከራከር እንችላለን፣ ነገር ግን ስለ ግቦቹ ራሳችን ቸልተኛ መሆን አንችልም።,"Akkamitti galmoota kana akka gaariitti galmaan gahuu dandeenyu irratti falmuu dandeenya, garuu galmoota mataa isaanii irratti ofitti gammaduu hin dandeenyu."
ዋናው ነገር ከየትኛው ዩኒቨርሲቲ እንደተመረቅክ ሳይሆን በዩኒቨርሲቲው የተማርከው ትምህርት ነው።,Wanti barbaachisaa ta'e yunivarsiitii kam irraa eebbifamte osoo hin taane yunivarsiitii keessatti maal akka barattedha.
ነገሮች በሚጠበቁበት መንገድ ካልሄዱ አብዛኛው ሰው የሚያደርገው የመጀመሪያው ነገር ሌላውን መወንጀል ነው።,"Yeroo wanti akka isaan irraa eegamutti hin deemne, namoonni baay'een wanti jalqaba godhan nama biraa komachuudha."
ድመቶች እንደ ሴት ልጆች ናቸው። ካነጋገሩህ በጣም ጥሩ ነው ነገር ግን ከእነሱ ጋር ለመነጋገር ከሞከርክ ጥሩ አይሆንም።,"Saree akka shamarranii ti. Yoo sitti haasa'an waan guddaadha, yoo isaan haasofsiisuuf yaalte garuu akkasitti hin deemu."
የዲያብሎስ ጠበቃ መሆን ሰልችቶታል እና አሁን ምንም ያህል ዲዳ ቢሆኑ በሚያቀርቡት ሃሳብ ሁሉ ይስማማል።,"Leellisaa seexanaa ta'uu dadhabee amma yaada isaan dhiyeessan hunda irratti walii gala, hammam doofa ta'us."
ፕላኔቷን ከዚህ በላይ ሳያጠፉ ለድሆች ጉልበት መስጠት የዘንድሮ ትልቁ ፈተና ነው።,Pilaaneetii kana caalaa osoo hin balleessin hiyyeeyyiif anniisaa kennuunis qormaata guddaa jaarraa kanaati.
የአሜሪካው ዜና አውሎ ነፋሱ አይሪን አውሮፓን ያክል ትልቅ ነው፣ ይህም ትንሽ የተጋነነ ነው።,"Oduu Ameerikaan obomboleettiin Ireen akka Awurooppaa guddaa ta'uu gabaasaa jira, kunis xiqqoo garmalee waan ta'eef."
ማንም ሰው የአሜሪካን ህዝብ ለአጭር ጊዜ ጥቅሙ እንደማይጠቀም እናረጋግጣለን።,Namni kamiyyuu bu'aa yeroo gabaabaa ofii isaatiif ummata Ameerikaa akka hin fayyadamne mirkaneessina.
ለአለም አቀፍ ታዳሚዎች ሲናገሩ፣ እንግሊዘኛን ከወትሮው ትንሽ ቀርፋፋ መናገር ጥሩ ይሆናል።,"Dhaggeeffattoota idil-addunyaa wajjin yeroo dubbannu, tarii Ingiliffa yeroo biraa caalaa xiqqoo suuta jedhanii dubbachuun gaarii ta'uu danda'a."
"ያ ቶም እንደገና እየደወለ ነው? ""አዎ በእነዚህ ቀናት በየምሽቱ ይደውላል። ቁጥሬን ልሰጠው አልነበረብኝም።""","Toom sun ammas bilbilaa jiraa? ""Eeyyee. Guyyoota kanatti galgala galgala bilbila. Silaa lakkoofsa koo kennuu hin qabu ture."""
ለአንድ ሰው ኣሳ ስጥ እና ለአንድ ቀን ትመግበዋለህ። አንድ ሰው ኣሳ እንዲያጠምዱ አስተምሩት እና በቀሪው የህይወት ዘመኑ ይመግቡት።,Nama tokkoof qurxummii kennitee guyyaa tokkoof nyaachifta. Nama qurxummii qabuu barsiisi ati immoo umurii isaa guutuu nyaachifta.
እናቴ ፈረንሳይኛ ትናገራለች አባቴ እንግሊዘኛ ከሚናገረው የበለጠ ነው፣ስለዚህ ብዙውን ጊዜ በፈረንሳይኛ ይነጋገራሉ።,Abbaan koo Ingiliffa caalaa haati koo afaan Faransaayii waan beektuuf yeroo baayʼee afaan Faransaayiin wal dubbatu.
ምንም እንኳን በሰዋሰው በዚህ ኣረፍተ ነገር ውስጥ ምንም ስህተት ባይኖርም፣ ማንም ሰው በትክክል ሊጠቀምበት ይችል እንደሆነ እጠራጠራለሁ።,"Seerlugaan hima kana irratti wanti dogoggora ta'e hin jiru ta'us, dhuguma namni itti fayyadamu jiraachuu isaa nan shakka."
ቶም በንግዱ ማህበረሰብ ውስጥ የተከበረ ነው ምክንያቱም እሱ ከሌሎች ጋር ባለው ግንኙነት ሁል ጊዜ ፍትሃዊ እና ትክክለኛ ነው።,Toom yeroo hunda namoota kaan wajjin walitti dhufeenya qabu keessatti haqa qabeessaa fi wal-qixa waan taʼeef hawaasa daldalaa keessatti kabaja guddaa qaba.
አሁን ባሉበት ባህር ዳርቻ ላይ ድንኳኖቻችንን መልቀቅ አንችልም። ካደረግን በከፍተኛ ማእበል ወቅት በውሃ ውስጥ ይሆናሉ።,Dunkaana keenya qarqara galaanaa bakka amma jirutti dhiisuu hin dandeenyu. Yoo akkas goone yeroo bishaan olka'u bishaan jala ta'u.
"ከእኔ ጋር ካምፕ መሄድ ላይፈልጉ ይችላሉ። ""ተሳስታችኋል። እንደውም እኔ በጣም የምፈልገው ይመስለኛል።""","Na waliin kaampii deemuun sitti hin tolu ta'a. ""Dogoggorteetta. Dhugaa dubbachuuf, akkas baay'een jaalladha jedheen yaada."""
እንደዘገየ አውቃለሁ፣ ግን አሁን ብመጣ ቅር ትላለህ? ካንተ ጋር መወያየት ያለብኝ ነገር አለኝ።,"Akkanatti yeroon booda akka ta'e nan beeka, garuu amma osoon dhufee si dhibaa? Waan isin waliin mari'achuu qabu qaba."
ወላጅ ከሆንክ ለልጆቻችሁ ለየትኛውም የስራ መስመር ልባችሁን እንዲያዘጋጁ አትፍቀዱ።,"Yoo warra taate, ijoollee keetiif hojii addaa kamiyyuu irratti garaa kee akka kaa'attu of hin hayyaminaa."
በረሃማ ደሴት ላይ መኖር ካለብህ እና አንድ መፅሀፍ ብቻ ይዘህ ከሄድክ የትኛውን ትመርጣለህ?,"Odola namni hin jirre tokkorra jiraachuuf deemtee kitaaba tokko qofa fudhachuu yoo dandeesse, isa kam filatta?"
ይህ ትዳር እንዲሰራ ከፈለግክ ከእኔ ጋር ጊዜ ከማሳለፍ እና ሁልጊዜ ከመስራት መካከል መምረጥ አለብህ።,Gaa'elli kun akka hojjetu yoo barbaadde yeroo na waliin dabarsuu fi yeroo hunda hojjechuu gidduutti filachuu qabda.
