Amharic,English,Oromo,duplication_group,pair_type,language_pair
ሊፍቱን ወደ አራተኛው ፎቅ ወሰድኩት።,Liftii fudhadheen gara kutaa afraffaa deeme.,I took the elevator to the fourth floor.,2,trilingual,en_am_or
በሰራተኞቹ ፊት አደረገው።,Hojjettoota fuulduratti raawwate.,He did it in front of the workers.,2,trilingual,en_am_or
እዚህ ተጠቂው እኔ ነኝ።,Ani asitti miidhamaa dha.,I am the victim here.,2,trilingual,en_am_or
ይህንን ስራ ለምን ይፈልጋሉ?,Hojii kana maaliif barbaadu?,Why do you want this job?,2,trilingual,en_am_or
በመዝለል አመት ውስጥ ስንት ቀናት አሉ?,Waggaa utaalcha tokko keessatti guyyoota meeqatu jira?,How many days are there in a leap year?,2,trilingual,en_am_or
ዝርዝሩን ማየት ይፈልጋሉ።,Tarreeffama kana arguu barbaadduu.,You want to see the details.,2,trilingual,en_am_or
እንደዚያ ስላዩት ደስ ብሎኛል።,Akkasitti arguu keetti gammadeera.,I'm glad you see it that way.,2,trilingual,en_am_or
ትምህርቱን ከጨረሰ በኋላ ወደ ለንደን ሄደ።,Erga mana barumsaa xumuree booda gara Landan deeme.,"After completing his education, he moved to London.",2,trilingual,en_am_or
ዝግጅቱን ልክ እንደ ትላንትናው በድምቀት አስታውሳለሁ።,Taatee sana akka waan kaleessa qofa ta'etti sirriitti nan yaadadha.,ERROR: The read operation timed out.,2,trilingual,en_am_or
ተለያይተናል።,Adda baaneerra.,We are separated.,2,trilingual,en_am_or
ባቡሩ በጣም ከመጨናነቅ የተነሳ እግረ መንገደን መቆም ነበረብኝ።,"Baaburri sun baayʼee waan baayʼateef, karaa irratti dhaabachuun narra ture.",The train was so crowded that I had to stop on the way.,2,trilingual,en_am_or
ስሜቷን ችላ አትበል።,Miira ishee hin tuffatin.,Don't ignore her feelings.,2,trilingual,en_am_or
አንድ ነገር ብቻ ነው የምፈልገው።,Waan tokko qofa na barbaachisa.,I just want one thing.,2,trilingual,en_am_or
አባቴ ሽንት ቤት ውስጥ እየላጨ ነው።,Abbaan koo mana fincaanii keessatti haaddachaa jira.,My father is shaving in the bathroom.,2,trilingual,en_am_or
ኧረ እባክህ እንዳትናገር።,Yaa maaloo hin dubbatin.,"Oh, please don't say it.",2,trilingual,en_am_or
ያ አስቀያሚ አስተሳሰብ ነው።,Sun yaada fokkisaa dha.,That's an ugly thought.,2,trilingual,en_am_or
ይህን በደንብ ማብሰል እንደምትችል አላውቅም ነበር።,Kana akka gaariitti bilcheessuu akka dandeessu hin beeku ture.,I didn't know you could cook this well.,2,trilingual,en_am_or
ያ መፅሃፍህ ነው።,Sun kitaaba keeti.,That's your book.,2,trilingual,en_am_or
የአንተ የሆነ ነገር አለኝ።,Waan kan kee ta'e qaba.,I have something for you.,2,trilingual,en_am_or
እንድትገባ አልፈቅድልህም።,Si hin galchu.,I won't let you in.,2,trilingual,en_am_or
ድምፅ ሰጥተዋል።,Sagalee kennitee.,They voted.,2,trilingual,en_am_or
የዶክተሩ የስራ ሰአት ስንት ነው?,Sa'aatiin hojii doktoraa sa'atii meeqa?,What are the working hours of the doctor?,2,trilingual,en_am_or
ያ አውቶቡስ ነው ወይስ መኪና?,Sun Atobisii moo konkolaataadha?,Is that a bus or a car?,2,trilingual,en_am_or
ለመብረር በባቡር መጓዝ እመርጣለሁ።,Balalii irra baaburaan imaluu nan filadha.,I prefer traveling by train to flying.,2,trilingual,en_am_or
ቡና ወይም ሻይ ይፈልጋሉ?,Buna moo shaayii barbaadu?,Do you want coffee or tea?,2,trilingual,en_am_or
አሁን ያንተ ነው።,Amma kan keeti.,It's yours now.,2,trilingual,en_am_or
ሁሉም አውሮፕላኖች መሬት ላይ ናቸው።,Xiyyaaronni hundi lafarra jiru.,All planes are on the ground.,2,trilingual,en_am_or
መንገዱ በጣም ጎበዝ ነበር።,Daandiin sun baayʼee gaaridha ture.,The road was very steep.,2,trilingual,en_am_or
አሁንም መልስህን እጠብቃለሁ።,Ammas deebii kee eegaa jira.,I am still waiting for your reply.,2,trilingual,en_am_or
ጥገናው እንደት እየሄደ ነው።,Suphaan akkam deemaa jira.,The maintenance is going on.,2,trilingual,en_am_or
ምንም አይነት ህመም አይሰማኝም።,Dhukkubbii tokkollee natti dhaga'ama hin jiru.,I don't feel any pain.,2,trilingual,en_am_or
መዥገር ንክሻን እንደት ማስወገድ ይቻላል።,Akkamitti ciniinnaa qamalee irraa fagaachuu danda'a.,It is possible to avoid tick bites.,2,trilingual,en_am_or
ቶም እና ማርያምን ወደ ሃሎዊን ድግሳችን ልንጋብዛቸው ነው።,Toomii fi Maariyaam gara ayyaana Haaloowiinii keenyaatti afeeruuf jirra.,We are going to invite Tom and Mary to our Halloween party.,2,trilingual,en_am_or
የዝናብ ወቅት የሚያልቀው መቸ ነው?,Yeroon roobaa yoom xumura?,When will the rainy season end?,2,trilingual,en_am_or
ቶም በህይወት የመትረፍ እድል እንዳለው አሰበ።,Toom carraa lubbuun jiraachuu akka qabu yaade.,Tom thought he had a chance of surviving.,2,trilingual,en_am_or
ቶም ለእኔ ያለው ይመስላል።,Toom waan naaf jiru fakkaata.,Tom seems to have it for me.,2,trilingual,en_am_or
ከቤትወ ወደ ቢሮ ለመሄድ ምን ያህል ጊዜ ይወስዳል?,Mana keessan irraa gara waajjira deemuun yeroo hangamii fudhata?,How long does it take to go from home to office?,2,trilingual,en_am_or
እግር ኳስ ከሁሉም ስፖርቶች በጣም ተወዳጅ ነው።,Kubbaan miilaa ispoortii hunda caalaa jaallatamaadha.,Football is the most popular of all sports.,2,trilingual,en_am_or
ወደ መደብሩ ሲገባ ውሻውን ከዛፉ ላይ አስሮታል።,"Gara mana daldalaa seenuuf saree isaa mukatti hidhe,.","When he entered the store, he tied the dog to the tree.",2,trilingual,en_am_or
ያቀረቡትን ጥያቄ አልተቀበልኩም።,Gaaffii dhiyeessii isaanii hin fudhanne.,I did not accept your request.,2,trilingual,en_am_or
ሁሉም የመንደሩ ነዋሪወች አደጋውን ያውቃሉ።,Balaa kana jiraattonni gandaa hundi ni beeku.,All the villagers are aware of the danger.,2,trilingual,en_am_or
ይህ ሁሉ ዋጋ ስንት ይሆናል?,Kun hundi gatiin isaa meeqa?,How much will all this cost?,2,trilingual,en_am_or
ጭንቅላቱን ቧጨረው።,Mataa isaa xuxxuqe.,He scratched his head.,2,trilingual,en_am_or
የወንድ ጓደኛ ኖትህ አታውቅም፣ አይደል?,Jaalallee qabaattee hin beektu mitii?,"You've never had a boyfriend, have you?",2,trilingual,en_am_or
ወደ ኋላ ቆይ ያልኩህ መስሎኝ ነበር።,Duuba turi siin jedhe natti fakkaate.,I thought I told you to stay back.,2,trilingual,en_am_or
በየአመቱ ኤግዚቢሽን እናካሂዳለን።,Waggaa waggaan agarsiisa ni gaggeessina.,We hold an exhibition every year.,2,trilingual,en_am_or
እንደዚህ አይነት ነገር አትናገሩ።,Waan akkasii hin dubbatinaa.,Don't say such things.,2,trilingual,en_am_or
እሱ ንፁህ እንደሆነ እርግጠኛ ነኝ።,Inni qulqulluu ta'uu isaa nan amana.,I'm sure he's innocent.,2,trilingual,en_am_or
ይህ ሁሉ ለእኔ አድስ ነው።,Kun hundi anaaf haaraa dha.,This is all new to me.,2,trilingual,en_am_or
ተስፋ መቁረጥ ጀመርኩ።,Abdii kutachuu jalqabee ture.,I began to despair.,2,trilingual,en_am_or
በቴሌቭዥን የተናገሩት ይህንኑ ነው።,Kan Televijiiniin dubbatan akkas jedhan.,That's what they said on TV.,2,trilingual,en_am_or
እሱ ሁል ጊዜ ይጮሃል።,Inni yeroo hundaa ni iyya.,He yells at you all the time.,2,trilingual,en_am_or
ማሸነፋችንን ስገልፅ ደስተኛ ነኝ።,Akka injifannedubbachuu kootti nan gammada.,I am happy to announce that we have won.,2,trilingual,en_am_or
እርስ በርሳችን መጣላት የለብንም።,Walii walii keenya jibbuu hin qabnu.,We should not fight each other.,2,trilingual,en_am_or
የሽርሽር ጠረጴዛ መገንባት በጣም ከባድ ነው ብየ አስቤ አላውቅም።,Minjaala kruuzii ijaaruun akkas ulfaataa ta'a jedhee yaadee hin beeku.,I never thought building a picnic table was so difficult.,2,trilingual,en_am_or
ዛሬ ማታ እዚህ መቆየት እችላለሁ።,Halkan kana as turuu danda'aa.,I can stay here tonight.,2,trilingual,en_am_or
ሄዷል።,Deemera.,He's gone.,2,trilingual,en_am_or
ቶም ጥሩ ስሜት መፍጠር እንደሚፈልግ አውቃለሁ።,Toom yaada gaarii uumuu akka barbaadu nan beeka.,I know Tom wants to make a good impression.,2,trilingual,en_am_or
ልቸኩልህ አልፈልግም፣ ግን የሚቀጥለውን አውቶቡስ ለመያዝ እንሞክር።,"Si ariifachuu hin barbaadu, garuu Atobisii itti aanu qabachuuf haa yaalluu.","I don't want to rush you, but let's try to catch the next bus.",2,trilingual,en_am_or
የእኔ ብስክሌት ጠፍጣፋ አለው።,Biskileetiin koo battee qaba.,My bike has a flat.,2,trilingual,en_am_or
ቀጭን ነኝ።,Ani qalladha.,I am thin.,2,trilingual,en_am_or
ጥያቄወችን የሚጠይቅበትን መንገድ አውቀዋለሁ።,Akkaata itti gaaffii gaafatan nan beeka.,I know the way he asks questions.,2,trilingual,en_am_or
እዚህ ባጨስ ይከፋሃል።,Yoon asitti tamboo xuuxu si mufachiisaa.,"If I smoke here, you will hate it.",2,trilingual,en_am_or
የቶም ሃሳብ ነበር።,Yaada Toom ture.,It was Tom's idea.,2,trilingual,en_am_or
መቆምህን አቁም እና የነገርኩህን አድርግ።,Dhaabachuu dhiisii waanan sitti hime hojjedhu.,Stop standing there and do what I tell you.,2,trilingual,en_am_or
በውድድሩ ላይ መሳተፍ ይፈልጋል።,Dorgommii kana irratti hirmaachuu barbaada.,He wants to participate in the competition.,2,trilingual,en_am_or
ብዙ እድገት አላደረግሁም።,Guddina guddaa hin agarsiifne.,I haven't made much progress.,2,trilingual,en_am_or
የት ነው ያስቀመጥኩት?,Eessan kaa'e?,Where did I put it?,2,trilingual,en_am_or
ቶም እየተዋጋ ነው አይደል?,Toom lolaa jira mitii?,"Tom is fighting, isn't he?",2,trilingual,en_am_or
ክብደቱን ከአንድ እግሩ ወደ ሌላው ይቀይር ነበር።,Ulfaatina isaa miila tokko irraa gara isa kaaniitti jijjiiruu itti fufe.,He would shift his weight from one leg to the other.,2,trilingual,en_am_or
በቶም ላይ እምነት አጣሁ።,Toomii irratti amantaa dhabeera.,I lost faith in Tom.,2,trilingual,en_am_or
አንዳንድ ጓደኞቸ እንግሊዝኛ በደንብ መናገር ይችላሉ።,Hiriyoonni koo tokko tokko Afaan Ingiliffaa akka gaariitti dubbachuu dandaʼu.,Some friends can speak English very well.,2,trilingual,en_am_or
ስንት ሰአት መተኛት ያስፈልግወታል?,Hirriba sa'aatii meeqa si barbaachisa?,How many hours do you need to sleep?,2,trilingual,en_am_or
አንተ የተረፈ ሰው ነህ።,Ati nama lubbuun hafedha.,You are a survivor.,2,trilingual,en_am_or
የማውቀውን ብቻ ነው።,Waan ani beeku qofa.,That's all I know.,2,trilingual,en_am_or
ከባድ ጊዜ ሰጠኝ።,Yeroo ulfaataa naaf kenne.,He gave me a hard time.,2,trilingual,en_am_or
ፈረንሳይኛን ማሻሻል እፈልጋለሁ።,Afaan Faransaayii koo fooyyessuu nan barbaada.,I want to improve my French.,2,trilingual,en_am_or
ምን አይነት የቤት እቃወችን ይፈልጋሉ?,Meeshaalee manaa akkamii barbaaddu?,What kind of home appliances do you want?,2,trilingual,en_am_or
ማድረግ የምፈልገውን አውቃለሁ።,Waanan gochuu barbaadu nan beeka.,I know what I want to do.,2,trilingual,en_am_or
ለዚህ በጣም አርጅቻለሁ።,Kanaaf baay'ee dulloomeera.,I'm too old for this.,2,trilingual,en_am_or
ይህን ቶሎ ማሰብ ነበረብኝ።,Silaa kana dafee yaaduun qaba ture.,I should have thought of this sooner.,2,trilingual,en_am_or
እኔ የማስበውን ማወቅ ትፈልጋለህ።,Yaada koo beekuu barbaaddaa.,You want to know what I think.,2,trilingual,en_am_or
ይህ ወንድሜ ቶም ነው።,Kun obboleessa koo Toomidha.,This is my brother Tom.,2,trilingual,en_am_or
ወደ መቀመጫህ ተመለስ።,Gara teessoo keetti deebi'i.,Go back to your seat.,2,trilingual,en_am_or
ከዚህ የበለጠ ይገባሃል።,Kana caalaa waan baay'een siif mala.,You deserve more than this.,2,trilingual,en_am_or
በማለዳ ተነሳ፣ እና በጊዜ ትደርሳለህ።,"Dafii ka'I, yeroon geessaa.","Get up early, and you'll be there on time.",2,trilingual,en_am_or
አንድ አለኝ።,Tokko qaba.,I have one.,2,trilingual,en_am_or
የቤት ስራየን ሰርቻለሁ።,Hojii manaa koo hojjedheera.,I have done our homework.,2,trilingual,en_am_or
እንኳን ደህና መጣህ።,Baga nagaan dhufte.,Welcome.,2,trilingual,en_am_or
ቶም በማርያም እርዳታ መታመን አይችልም።,Toom gargaarsa Maariyaam amanuu hin dandeenye.,Tom cannot count on Mary's help.,2,trilingual,en_am_or
የሁለቱ ሃገራት ጦርነት በሁለቱም ወገኖች ላይ ትልቅ ኪሳራ ደረሰበት።,Waraanni biyyoota lamaanii gama lachuu kasaaraa guddaa geessiseera.,The war between the two countries resulted in heavy losses on both sides.,2,trilingual,en_am_or
እዚያ እንደደረስን እነግራችኋለሁ።,Yeroo achi geenyu isinitti hima.,I will tell you when we get there.,2,trilingual,en_am_or
ያንች እድሜ ሳለሁ ትዳር መስርቸ ነበር።,Yeroon umuriin koo umurii keetii gaa'ela godhadheen ture.,I was married when I was that age.,2,trilingual,en_am_or
ቶም በግልፅ ግራ ተጋብቶ ነበር።,Toom akka burjaaja'e beekamaadha.,Tom was clearly confused.,2,trilingual,en_am_or
ያ በእርግጠኝነት ሊረጋገጥ ይችላል።,Sana haala gaariin mirkaneessuun ni danda'ama.,That can certainly be proven.,2,trilingual,en_am_or
አላደረገውም ሲል አስተባብሏል።,Innis akka hin raawwanne haaleera.,He denied that he did.,2,trilingual,en_am_or
ቶም እዚህ ምን እያደረገ ነው?,Toom asitti maal hojjechaa jira?,What is Tom doing here?,2,trilingual,en_am_or
ቶም ስራ የሚበዛበት ሰው እንደነበረ አውቃለሁ።,Toom nama hojiin itti baay'atu akka ta'e nan beeka ture.,I know Tom was a busy man.,2,trilingual,en_am_or
በትክክል ለመናገር ምንም አልወደዳትም ነገር ግን ምንም አልተናገረችም።,"Sirritti dubbachuuf homaa ishee hin jaallanne, garuu homaa hin dubbanne.","To be honest, she didn't like it, but she didn't say anything.",2,trilingual,en_am_or
ቶም ማርያም የበጋ እረፍቷን የት እንደምታሳልፍ አያውቅም።,Toom Maariyam boqonnaa gannaa eessatti akka dabarsuu barbaaddu hin beeku.,Tom doesn't know where Mary spends her summer vacation.,2,trilingual,en_am_or
ወደዚህ ጎትት።,Asitti harkisi.,Drag it here.,2,trilingual,en_am_or
እዚህ ተማሪ ነወት።,Asitti barachaa jirtaa.,He is a student here.,2,trilingual,en_am_or
ከቻላችሁ ያዟቸው።,Yoo dandeesse qabadhu.,Grab them if you can.,2,trilingual,en_am_or
ምን እንዳደረክ ማወቅ አልፈልግም።,Waan goote beekuu hin barbaadu.,I don't want to know what you did.,2,trilingual,en_am_or
ወደ ጦርነት ይሄዳሉ።,Gara Waraana deemu.,They go to war.,2,trilingual,en_am_or
ከሴት ልጆች አንዷ ቀረች።,Shamarran keessaa tokko hafte.,One of the girls stayed.,2,trilingual,en_am_or
ለማንበብ ተቸግሬአለሁ።,Dubbisuuf rakkadheera.,I have trouble reading.,2,trilingual,en_am_or
ሁሉም እንግዶች ወደ ቤት ሄዱ።,Keessummoonni hundi gara manaatti galaniiru.,All the guests went home.,2,trilingual,en_am_or
በክፍሌ ውስጥ ያሉትን የቤት እቃወች አቀማመጥ ቀይሬያለሁ።,Meeshaalee mana koo keessa jiran akkaata teessuma isaanii jijjiraan jira.,I changed the position of the furniture in my room.,2,trilingual,en_am_or
ጥሩ የሚያሰማውን።,Maaltu miira gaarii sitti dhagahama.,What makes you feel good.,2,trilingual,en_am_or
ዋጋወች ከጊዜ ወደ ጊዜ እየጨመረ መጥተዋል።,Gatiin yeroodha gara yerootti dabalaa dhufeera.,Prices have been increasing steadily.,2,trilingual,en_am_or
በዚህ ርእስ ላይ ብዙ ፅሁፎችን ፅፌያለሁ።,Mata duree kana irratti waraqaawwan hedduu barreesseen jira.,I have written many articles on this topic.,2,trilingual,en_am_or
እሱ ከስልሳ በላይ መሆን አለበት።,Umuriin isaa jaatamaa ol ta'uu qaba.,He must be over sixty.,2,trilingual,en_am_or
ትልቅ ሁልጊዜ የተሻለ አይደለም።,Guddaan yeroo hunda fooyya'aa miti.,Bigger is not always better.,2,trilingual,en_am_or
ጠመንጃወቹ የት አሉ?,Qawween eessa jira?,Where are the guns?,2,trilingual,en_am_or
ገና ለገና ቦስተን ልንደርስ እንደምንችል አላውቅም።,Ayyaana Qillee irratti gara Boston gahuu akka dandeenyu hin beeku.,I don't know if we can make it to Boston for Christmas.,2,trilingual,en_am_or
