Amharic,Oromo,English
ትጉ ተማሪ አይደለም።,Tiguun barataa miti.,He is not a diligent student.
ከእርስወ እቅድ ጋር እሄዳለሁ።,Karoora kee waliin nan deema.,I will go with your plan.
እሱ በሙሉ በቀለም ተሸፍኗል።,Guutummaa isaa halluudhaan haguugamee ture.,It is all covered in paint.
በደረጃው ላይ አንድ እርምጃ አምልጦኝ ነበር እና ቁርጭምጭሚቴን እንደተሰነጠቅ ፈራሁ።,Tarkaanfii tokko sadarkaa irra darbee jilba koo akkan na hin kaanneen sodaadha.,I had missed a step on the stairs and feared I had sprained my ankle.
ማሽከርከር ያስፈልግወታል።,Yaabannoo si barbaachisaa.,It needs to be driven.
ያለ እርስወ መሆን አልችልም።,Si malee ta'uu hin danda'u.,I can't be without you.
ይህን መፅሃፍ ማን እንደፃፈው ሃሳብ አለህ?,Kitaaba kana eenyu akka barreesse beektaa?,Do you have any idea who wrote this book?
እኔ ብቻ አይደለሁም የራበኝ።,Ani qofti miti kan beela'e.,I'm not the only one who's hungry.
ሽልማቱ ይገባዋል።,Badhaasni isaaf mala.,He deserves the award.
ክብደቷን እንድትቀንስ በእሱ ምክር ተሰጥቷታል።,Ulfaatina qaamaa akka hir'iftu isa gorse.,She was advised by him to lose weight.
ይቅርታ፣ መርዳት ፈልጌ ነበር።,"Dhiifama, gargaaruu barbaaden ture.","Sorry, just wanted to help."
መለዋወጫወቹን አንድ በአንድ መረመረ።,qaama jijjirraa tokko tokkoon qorate.,He examined the accessories one by one.
ሬድዮን ከፈትኩ።,Raadiyoo banee.,I turned on the radio.
ቁርስ የሚቀርበው ስንት ሰአት ነው?,Ciree sa'aatii meeqatti dhihaata?,What time is breakfast served?
የዚህ ኤሌክትሮኒክ መዝገበ ቃላት ጥሩ ነገር ለመሸከም ቀላል መሆኑ ነው።,Wanti gaariin galmee jechootaa elektirooniksii kanaa baatanii deemuun salphaa ta'uu isaati.,The good thing about this electronic dictionary is that it is easy to carry.
እርዳታ እንፈልጋለን።,Gargaarsa nu barbaachisa.,We need help.
ብቻየን መተው አልፈልግም።,Kophaa koo dhiisuu hin barbaadu.,I don't want to leave us alone.
ቢያንስ በሳምንት አንድ ጊዜ ወደ ቤተ-መፅሃፍት እሄዳለሁ።,Yoo xiqqaate torbanitti al tokko mana kitaabaa nan deema.,I go to the library at least once a week.
ለአንድ ሳምንት እዚያ ለመቆየት እቅድ አለኝ።,Torban tokko achi turuuf karoorfadheera.,I plan to stay there for a week.
ልታዳምጠኝ ይገባ ነበር።,na Dhaggeeffachuu qabda turte.,You should have listened to me.
እኛ የመጨረሻ ተስፋህ ነን።,Nuti abdii kee isa dhumaati.,We are your last hope.
ሃይ! ስላም።,Akkam! Akkam jirta.,Hi Slam.
እዚሁ ጠብቅ።,Asirratti eegaa.,Wait right here.
ጓደኛህን አገኘሁት።,Hiriyaa kee wajjin wal barre.,I met your friend.
መክሰስ ይኑርህ።,Nyaata salphaa nyaadhu.,Have a snack.
እንድናደርግ ተጠየቅን።,Akkas akka goonu nu gaafatame.,We were asked to do so.
ይህ የእርስወ ልጅ ነው።,Mucaa keessani kun.,This is your child.
ጠላቶች አይደለንም።,Nuti diina miti.,We are not enemies.
ወደ ትምህርት ቤት እመራለሁ።,Miillaan gara mana barumsaa nan deema.,I head to school.
ብዙ ንፋስ አለ።,Qilleensa baay'eetu jira.,There is a lot of wind.
የግል ትኩረቷን ሰጠችው።,Xiyyeeffannoo dhuunfaa isheef kennite.,She gave him her personal attention.
ካለፈው መሮጥ አትችልም።,Kan darbe irraa fiiguu hin dandeessu.,You can't run from the past.
ውጭ የቆሙ የፖሊስ መኪኖች አሉ።,Konkolaattonni poolisii tokko tokko ala dhaabbatanii jiru.,There are police cars parked outside.
በአገርህ ሩዝ ትበላለህ።,Biyya keessanitti ruuzii nyaattuu.,You eat rice in your country.
ስራው ከሰአት በፊት ማለቅ አለበት።,Hojichi sa'aatii walakkaa dura xumuramuu qaba.,The work should be finished before noon.
ያ ከአንተ ጋር ምን ግንኙነት አለው?,Sun si waliin hariiroo akkamii qaba?,What does that have to do with you?
ለገንዘብ ምንም ደንታ የለህም መሰለኝ።,Maallaqaaf dhimma hin qabdu natti fakkaata.,I thought you didn't care about money.
ተስፋ ቆርጨ ነበር።,Abdii dhiiseen ture.,He was desperate.
በጥንቃቄ ይመልከቱ። እንደት እንደተደረገ ላሳይወት ነው።,Sirritti ilaalaa. Akkamitti akka hojjetamu isinitti agarsiisa.,Look carefully.I'm going to show you how it's done.
ተነሳሽ ነወት።,kaka'umsa qabdu.,You are motivated.
ይህ ሁሉ ምግብ እንድባክን መፍቀድ አሳፋሪ ነው።,Nyaata kana hunda akka qisaasamaatti gadhiisuun salphina ta'a.,It's a shame to let all this food go to waste.
ለምን እንደዚያ ማድረግ እንዳለብኝ ምንም ምክንያት አይታየኝም።,Sababni ani akkas gochuu qabuf tokkollee natti hin argu.,I don't see any reason why I should do that.
ያንን መቋቋም እንደምችል አምናለሁ።,Sana dandamachuu akkan danda'u nan amana.,I believe I can handle that.
ለእራት መውጣትስ።,Irbaata nyaachuuf bahuun akkam.,How about going out for dinner.
መፅሄቱን በፍጥነት ተመለከተ።,Barruulee sana dafaa ilaala.,He glanced quickly at the magazine.
በጣም ጥሩ አድርገሃል።,Baay'ee gaarii goote.,You did very well.
ሁሉም ሳቁ።,Hunduu kolfe.,They all laughed.
ግማሽ ትክክል ነን።,Walakkaa sirrii dha.,We are half right.
እየተንሸራሸርኩ ራሴን ልገድል ነበር።,Utuun hiruun of ajjeesuuf jedhe.,I was going to kill myself while strolling.
ፓስታ እንብላ።,Mee paastaa haa nyaannu.,Let's eat pasta.
በፒያኖ ላይ ጥሩ ችሎታ አሳይታለች።,Piyaanoo irratti ogummaa guddaa agarsiifteetti.,She is very good at piano.
ልቧ እየመታ በሩን ከፈተች።,Garaa ishee rurrukutaa balbala bante.,"Her heart pounding, she opened the door."
ጥቅሉን ይክፈቱ።,Paakeejii sana banaa.,Open the package.
እዚህ ላለፉት አስር አመታት እየኖርኩ ነው።,Waggoota kurnan darbaniif as jiraachaa ture.,I have been living here for the past ten years.
"እየራበኝ ነው። ""እኔም።"" ""እንብላ።"" ""እሽ""።","Beela'aa jira. ""Anis akkasuma."" ""Haa nyaannu."" ""TOLE."".","I'm getting hungry.""me either.""""Let's eat.""""Shh""."
አስገባው።,Galchi.,Enter it.
የተሸከመውን ምሰሶ ማስወገድ የህንፃውን መዋቅር አበላሽቷል።,Biimii isa fe'ame sana dhorkuun dhaabbii gamoo sana balleessee.,Removing the load-bearing beam damaged the structure of the building.
ሮም ጥንታዊ ከተማ ነች።,Roomaan magaalaa duriiti.,Rome is an ancient city.
ፈጥኖም ይሁን ዘግይቶ እድሉ ያበቃል።,Ariifatus dafee gahus carraan isaa ni dhumata.,Sooner or later the opportunity will end.
እባካችሁ እራትወን ይቀጥሉ።,Maaloo irbaata keessan itti fufaa.,Please continue our dinner.
ከእሷ ጋር መገናኘት አለብህ።,Ishee waliin wal arguu qabda.,You have to meet her.
ቀጠሮ ይዘን ነበር።,Beellama qabna turre.,We had an appointment.
ከቶም የተሻለ ጠብቄ ነበር።,Toom irraa waan caalu eegeen ture.,I expected better from Tom.
እየሄድን ነው።,Deemaa jirraa.,We are going.
እሷ ሳታውቅ መልሰን ማግኘት ችለናል።,Osoo isheen hin beekin deebifnee argachuu dandeenye.,We were able to retrieve it without her knowing.
ይህ መኪና አባቴ ይጠቀማል።,Konkolaataa kana abbaa kootu fayyadama.,This car is used by my father.
ቶም ምን እንደሚያደርግ አያውቅም።,Toom maal akka godhu hin beeku.,Tom doesn't know what to do.
በዚህ ቅዳሜና እሁድ ለመዝናናት በእውነት እጓጓለሁ።,Dhuma torbee kanaa boqonnaa argachuuf baay'een hawwa.,I'm really looking forward to having fun this weekend.
ለጀማሪ እዚህ መዋኘት አደገኛ ነው።,Namni daakaa hin beekne asitti daakuun balaa qaba.,Swimming here is dangerous for a beginner.
ግልቢያ ያስፈልገኛል።,Yaabannoo na barbaachisa.,I need a ride.
ብቻየን መመለስ አልፈልግም።,Kophaa koo deebi'uu hin barbaadu.,I don't want to go back alone.
አጎቴ ወደ አሜሪካ ሲሄድ ብዙ ሰወች ከአውሮፕላን ማረፊያው ሄደው ሊያዩት መጡ።,Adeerri koo gara Ameerikaa yeroo deemu namoonni hedduun buufata xiyyaaraatti isa simachuuf dhufan.,"When my uncle left for America, many people went from the airport to see him."
ለምንድን ነው ጦጣወች በጣም አስቂኝ የሆኑት?,Jaldeessonni maaliif akkas nama kofalchiisu?,Why are monkeys so funny?
እርስወ እንደሚያስቡት ቀላል አይደለም።,Akka isin yaaddanitti salphaa miti.,It is not as easy as you think.
ከእሷ ጋር መውጣት ይፈልጋል።,Ishee waliin bahuu barbaada.,He wants to go out with her.
ቶም ደስተኛ ላይሆን ይችላል ብየ አሰብኩ።,Toom gammachuu dhabuu dandaʼa jedheen yaade.,"Tom might not be happy, I thought."
ስሙን መጥራት ተቸግሬ ነበር።,Maqaa isaa waamuun na rakkisee ture.,I had a hard time pronouncing his name.
አባቴ አዳኝ ነው።,Abbaan koo adamsituu dha.,My father is a hunter.
በዙሪያቸው ግራ መጋባት ተሰማኝ።,naannoon isaanii dalga namatti ta'a.,I felt confused around them.
እነዚህን ፎቶወች ይመልከቱ።,Suuraalee kana ilaalaa.,Check out these photos.
በምሽት መውጣት የለብወትም።,Halkan bahuu hin qabdu.,You should not go out at night.
ስፌት በእጅ የሚሰራ ስራ ነው።,Hojii huccuu hojjechuun hojii harkaa ti.,Sewing is a manual work.
የመጨረሻ እድል ሰጡን።,Carraa dhumaa tokko nuuf kennaniiru.,They gave us one last chance.
እሷ ሁሉንም ጥቁር ለብሳ ነበር።,Isheen gurraacha uffattee turte.,She was wearing all black.
የትም መሄድ ይችላሉ።,Bakka feetan deemuu dandeessu.,You can go anywhere.
በየቀኑ ጠዋት በእግር ይጓዛል።,Ganama ganama miilaan deema.,He walks every morning.
ከዚህ በፊት የሆነ ቦታ አግኝቻታለሁ የሚል ስሜት አለኝ።,Kanaan dura bakka ta'etti ishee argeera miira jedhun qaba.,I have a feeling I've met her somewhere before.
ያ ብቻ ነው ያየነው።,Kana qofa argine.,That's all we saw.
ዩኒቨርሲቲ ገብቸ ስራ እንደምጀምር እስካሁን እርግጠኛ አይደለሁም።,Yuunivarsiitii erga deemee booda hojii jalqabuu fi dhiisuu koo ammatti hin beeku.,I'm not sure yet if I'll start a job after going to university.
ያ በእውነት ኢፍትሃዊ ነበር።,Sun dhuguma haqa kan hin qabne ture.,That was really unfair.
ሲርበኝ እበላለሁ።,Yeroon beela'u nan nyaadha.,I eat when I'm hungry.
ጓንቶቸን ማውጣት አልችልም።,Golgaa harka ofirraa baasuu hin dandeenye.,I can't take the gloves off.
ከአንተ በቀር ምንም አላሰብኩም።,Si malee homaa hin yaadu.,I thought of nothing but you.
ጥቃት ደርሶባቸዋል።,Haleellaan irratti raawwatameera.,They were attacked.
እስኪ ልሞክረው።,Mee haa yaalu.,Let me try it.
አሁንም መሞከር አለብኝ።,Ammas yaaluun qaba.,I still have to try.
አብረን እራት በልተናል።,Irbaata waliin nyaanne.,We had dinner together.
ዛሬ ማታ ቀጠሮ አለኝ።,Halkan kana beellama qaba.,I have a date tonight.
ከዚህ ወደ ባቡር ጣቢያው አስር ደቂቃ ያህል ይወስዳል።,Asirraa gara buufata baaburaatti gara daqiiqaa kudhanii fudhata.,It takes about ten minutes from here to the train station.
ሁሉንም ነገር የማደርገው እንደዛ ነው።,Waan hundumaa akkasitti hojjedha.,That's how I do everything.
እዚህ የደረስኩት ከሰላሳ ደቂቃ በፊት ነው።,Gara daqiiqaa soddoma dura as gahe.,I got here thirty minutes ago.
ቶም እና ሜሪ ሁለቱም ለመልቀቅ ወስነዋል።,Toomii fi Meerii lamaan isaanii iyyuu aangoo gadhiisuuf murteessaniiru.,Tom and Mary both decide to leave.
እህቴ ደብዳቤውን ስትቀደድ አየሁ።,Obboleettiin koo xalayaa sana akka cicciru arge.,I saw my sister tearing up the letter.
አንተ በእኔ መንገድ ላይ ነህ።,Ati karaa koo keessa jirta.,You are in my way.
ለእኔ በጣም እንግዳ ይመስላል።,Baayyee ajaa'iba natti dhaga'ama.,It seems very strange to me.
የዚህ ዜማ ስም ማን ይባላል?,Maqaan faarfannaa kanaa maali?,What is the name of this song?
ቶም ፍሬ ብቻ ይበላል።,Toom firii qofa nyaata.,Tom only eats fruit.
ግድግዳውን እንደቀቡ ወድያውኑ ወደ ቤትወ መሄድ ይችላሉ።,Akkuma dallaa dibameen gara manaatti deebi'uu dandeessu.,You can go home immediately after painting the wall.
ዛሬ ማታ የተሻለ ትተኛለህ።,Halkan kana gaarii rafta.,You'll sleep better tonight.
የቸሪ አበባወች በጣም ጥሩ ናቸው።,Daraaraan cheerii baayyee gaarii dha.,Cherry blossoms are very good.
የከተማ ህይወት ግርግር እና ግርግር ናፈቀኝ።,Jireenya jeequmsa magaalan yaade.,I miss the hustle and bustle of city life.
ቀይ ፅጌረዳወችን አመጣሁልወ።,Roozaa diimaa siif fideen ture.,I brought red roses.
ከእርስወ ጋር መምጣት እንደምችል እርግጠኛ አይደለሁም።,Si waliin dhufuu danda'uu fi dhiisuu koo mirkanaa'aa miti.,I'm not sure I can come with you.
ሰማያዊ ካፖርት የለበሰችው ልጅ የኔ ልጅ ነች።,Intalti kootii bifa cuquliisa uffatte intala kooti.,The girl in the blue coat is my daughter.
ስለዚህ ወጭውን መቀነስ ያስፈልጋል።,Kanaaf baasii hir'isuun barbaachisaadha.,"Therefore, it is necessary to reduce the cost."
ምን ያስደስትሃል?,Maaltu si gammachiisa?,What makes you happy?
ለቶም ስለእርስወ ለመንገር እቅድ አለኝ።,Waa'ee kee Toomitti himuuf karoorfadheera.,I plan to tell Tom about you.
ጀግንግ በእውነቱ ከሚታየው በጣም ቀላል ነው።,Juggling gochuu dhugumatti waan fakkaatu caalaa baayyee salphaadha.,Juggling is actually a lot easier than it looks.
አረንጓደ ቀሚስ ለብሳለች።,Uffata magariisa uffatte.,ERROR: The read operation timed out.
ሁሌም ተመሳሳይ ነገር ነው የምትናገረው።,Yeroo hunda waanuma tokko dubbatta.,You always say the same thing.
ርህራሄን አልፈልግም።,Ani mararfannaa hin barbaadaa.,I don't want pity.
በሱቁ ውስጥ ያገኘነው አደጋ ብቻ ነው።,Mana daldalaa sana keessatti balaa qofa argine.,All we got in the shop was a disaster.
ተጠያቂው እራስህ ብቻ ነው።,Ofii kee qofa komatamuu qabda.,You have only yourself to blame.
ቡና እንድጠጣ ጋበዘችው።,Buna akka dhuguuf affeerte.,She invited him to have coffee.
በንብ ነደፋህ።,Biinbiitu si ciniinee.,A bee stung you.
ፈርኦኖች የጥንቷ ግብፅ ገዥወች ነበሩ።,Fara'oon bulchitoota Gibxii durii turanidha.,Pharaohs were the rulers of ancient Egypt.
ቶም እንደዚያ እንደሚያደርግ አላውቅም ነበር።,Toom akkas akka godhu yaada hin qabu ture.,I didn't know Tom would do that.
በጠዋት ከቤት ወጣን።,Ganama bariin manaa baane.,We left home in the morning.
አሁን በጣም ጥሩ ስሜት እየተሰማህ እንደሆነ እገምታለሁ።,Yeroo ammaa kana dhuguma miira gaariin sitti dhagahama jedheen falma.,I bet you're feeling pretty good right now.
እሱ ደግሞ አይቷል።,Innis argeera.,He also saw.
ልጁ ወደ ሃይቁ ድንጋይ በመወርወር ጊዜውን አለፈ።,Mucaan kun dhagaa gara harootti darbachuudhaan yeroo sana dabarseera.,The boy passed the time by throwing stones into the lake.
እንደማትዋሽ አውቃለሁ።,Akka hin sobne nan beeka.,I know you don't lie.
እየታመምኩ ነው።,Dhukkubni natti dhagahamaa jira.,I'm getting sick.
ቶም ክሉትዝ መሆኑን አውቃለሁ።,Toom klutz akka ta'e nan beeka.,I know it's Tom Clutz.
